QID,page id,item,wiki db,category
Q349311,6092693,Mostafá Purmohammadí,eswiki,Human
Q982113,7341616,Mū Kanazaki,eswiki,Human
Q89455052,9359581,Muhammad Sirajul Islam,eswiki,Human
Q930921,8242055,Naoki Tsukahara,eswiki,Human
Q48872746,9345919,Naomi Munakata,eswiki,Human
Q88386281,9348644,Nashom Wooden,eswiki,Human
Q87652750,9340747,Nasser Shabani,eswiki,Human
Q588067,2031503,Natalie Horler,eswiki,Human
Q16847056,9501689,Nick Cordero,eswiki,Human
Q1332769,8759897,Nicola Zingaretti,eswiki,Human
Q3340026,9333575,Nicolas Alfonsi,eswiki,Human
Q17281073,6378719,Nikola Jokić,eswiki,Human
Q94550864,9358211,Nino Cassanello,eswiki,Human
Q17489803,9362397,Nipper Read,eswiki,Human
Q4900762,9354931,Nirmal Singh Khalsa,eswiki,Human
Q7045291,9381127,Noach Dear,eswiki,Human
Q430746,5980774,Norman Hunter,eswiki,Human
Q5812,462216,Novak Đoković,eswiki,Human
Q86715481,9326511,Nuno Gomes Nabiam,eswiki,Human
Q451302,2180249,Nur Hassan Hussein,eswiki,Human
Q434890,8516387,Nydia Velázquez,eswiki,Human
Q16195218,9372969,Olan Montgomery,eswiki,Human
Q164730,1516235,Olga Kurylenko,eswiki,Human
Q10340557,9147675,Olga Savary,eswiki,Human
Q7085856,9345742,Olle Holmquist,eswiki,Human
Q11885519,7526798,Omar Colley,eswiki,Human
Q7089690,754093,Omar Fayad,eswiki,Human
Q89388448,9357542,Omar Quintana,eswiki,Human
Q24248306,9348674,Orlando McDaniel,eswiki,Human
Q3593648,171324,Óscar Chávez,eswiki,Human
Q81068910,9259143,Pandemia de enfermedad por coronavirus de 2019-2020,eswiki,Bio-Med
Q86521237,9331067,Pandemia de enfermedad por coronavirus de 2019-2020 en Asia,eswiki,Region
Q83872271,9334290,Pandemia de enfermedad por coronavirus de 2019-2020 en la República Popular China,eswiki,Region
Q83741704,9354245,Pandemia de enfermedad por coronavirus de 2019-2020 por país,eswiki,Others
Q88082409,9395721,Pandemia de enfermedad por coronavirus de 2020 en Acrotiri y Dhekelia,eswiki,Region
Q87768605,9489314,Pandemia de enfermedad por coronavirus de 2020 en Afganistán,eswiki,Region
Q86694873,9450062,Pandemia de enfermedad por coronavirus de 2020 en África,eswiki,Region
Q87746397,9491145,Pandemia de enfermedad por coronavirus de 2020 en Alaska,eswiki,Region
Q87450756,9362301,Pandemia de enfermedad por coronavirus de 2020 en Albania,eswiki,Region
Q83889294,9328303,Pandemia de enfermedad por coronavirus de 2020 en Alemania,eswiki,Region
Q90576356,9399461,Pandemia de enfermedad por coronavirus de 2020 en Amazonas (Brasil),eswiki,Region
Q87406428,9385602,Pandemia de enfermedad por coronavirus de 2020 en América,eswiki,Region
Q87715843,9342023,Pandemia de enfermedad por coronavirus de 2020 en Andorra,eswiki,Region
Q88082534,9490667,Pandemia de enfermedad por coronavirus de 2020 en Angola,eswiki,Region
Q89453779,9393993,Pandemia de enfermedad por coronavirus de 2020 en Antártida,eswiki,Region
Q87708331,9509318,Pandemia de enfermedad por coronavirus de 2020 en Antigua y Barbuda,eswiki,Region
Q87186117,9341363,Pandemia de enfermedad por coronavirus de 2020 en Arabia Saudita,eswiki,Region
Q87235137,9323186,Pandemia de enfermedad por coronavirus de 2020 en Argentina,eswiki,Region
Q87746028,9501829,Pandemia de enfermedad por coronavirus de 2020 en Arizona,eswiki,Region
Q87745216,9500229,Pandemia de enfermedad por coronavirus de 2020 en Arkansas,eswiki,Region
Q87648634,9485312,Pandemia de enfermedad por coronavirus de 2020 en Armenia,eswiki,Region
Q87468681,9509483,Pandemia de enfermedad por coronavirus de 2020 en Asturias,eswiki,Region
Q83873548,9337939,Pandemia de enfermedad por coronavirus de 2020 en Australia,eswiki,Region
Q86847911,9337950,Pandemia de enfermedad por coronavirus de 2020 en Austria,eswiki,Region
Q87722485,9342312,Pandemia de enfermedad por coronavirus de 2020 en Azerbaiyán,eswiki,Region
Q87540454,9523770,Pandemia de enfermedad por coronavirus de 2020 en Bangladés,eswiki,Region
Q84446340,9384718,Pandemia de enfermedad por coronavirus de 2020 en Bélgica,eswiki,Region
Q88561418,9399149,Pandemia de enfermedad por coronavirus de 2020 en Belice,eswiki,Region
Q87250788,9389613,Pandemia de enfermedad por coronavirus de 2020 en Bielorrusia,eswiki,Region
Q87480220,9385629,Pandemia de enfermedad por coronavirus de 2020 en Bolivia,eswiki,Region
Q89164046,9490817,Pandemia de enfermedad por coronavirus de 2020 en Botsuana,eswiki,Region
Q86597695,9321563,Pandemia de enfermedad por coronavirus de 2020 en Brasil,eswiki,Region
Q87412028,9490857,Pandemia de enfermedad por coronavirus de 2020 en Brunéi,eswiki,Region
Q87486535,9482204,Pandemia de enfermedad por coronavirus de 2020 en Bulgaria,eswiki,Region
Q87665364,9490496,Pandemia de enfermedad por coronavirus de 2020 en Burkina Faso,eswiki,Region
Q87715166,9493201,Pandemia de enfermedad por coronavirus de 2020 en Bután,eswiki,Region
Q88082639,9508530,Pandemia de enfermedad por coronavirus de 2020 en Cabo Verde,eswiki,Region
Q87455852,9493796,Pandemia de enfermedad por coronavirus de 2020 en California,eswiki,Region
Q83873580,9337927,Pandemia de enfermedad por coronavirus de 2020 en Canadá,eswiki,Region
Q87743878,9426625,Pandemia de enfermedad por coronavirus de 2020 en Carolina del Norte,eswiki,Region
Q87743900,9418141,Pandemia de enfermedad por coronavirus de 2020 en Carolina del Sur,eswiki,Region
Q87733671,9525093,Pandemia de enfermedad por coronavirus de 2020 en Catar,eswiki,Region
Q88082670,9490348,Pandemia de enfermedad por coronavirus de 2020 en Chad,eswiki,Region
Q87191204,9385617,Pandemia de enfermedad por coronavirus de 2020 en Chile,eswiki,Region
Q87580938,9394794,Pandemia de enfermedad por coronavirus de 2020 en Chipre,eswiki,Region
Q87222526,9340288,Pandemia de enfermedad por coronavirus de 2020 en Ciudad del Vaticano,eswiki,Region
Q87483673,9325635,Pandemia de enfermedad por coronavirus de 2020 en Colombia,eswiki,Region
Q87742736,9483656,Pandemia de enfermedad por coronavirus de 2020 en Colorado,eswiki,Region
Q87743879,9481078,Pandemia de enfermedad por coronavirus de 2020 en Connecticut,eswiki,Region
Q86675924,9344118,Pandemia de enfermedad por coronavirus de 2020 en Corea del Norte,eswiki,Region
Q83872398,9328576,Pandemia de enfermedad por coronavirus de 2020 en Corea del Sur,eswiki,Region
Q87477462,9327307,Pandemia de enfermedad por coronavirus de 2020 en Costa Rica,eswiki,Region
Q88783049,9397701,Pandemia de enfermedad por coronavirus de 2020 en Crimea,eswiki,Region
Q87250732,9341175,Pandemia de enfermedad por coronavirus de 2020 en Croacia,eswiki,Region
Q87590993,9327252,Pandemia de enfermedad por coronavirus de 2020 en Cuba,eswiki,Region
Q87742745,9479717,Pandemia de enfermedad por coronavirus de 2020 en Delaware,eswiki,Region
Q86597685,9481616,Pandemia de enfermedad por coronavirus de 2020 en Dinamarca,eswiki,Region
Q88356648,9408836,Pandemia de enfermedad por coronavirus de 2020 en Dominica,eswiki,Region
Q87250713,9323126,Pandemia de enfermedad por coronavirus de 2020 en Ecuador,eswiki,Region
Q87116829,9458269,Pandemia de enfermedad por coronavirus de 2020 en Egipto,eswiki,Region
Q87936974,9334964,Pandemia de enfermedad por coronavirus de 2020 en El Salvador,eswiki,Region
Q84030045,9487807,Pandemia de enfermedad por coronavirus de 2020 en Emiratos Árabes Unidos,eswiki,Region
Q84166704,9323134,Pandemia de enfermedad por coronavirus de 2020 en España,eswiki,Region
Q83873577,9365448,Pandemia de enfermedad por coronavirus de 2020 en Estados Unidos,eswiki,Region
Q87204911,9476035,Pandemia de enfermedad por coronavirus de 2020 en Estonia,eswiki,Region
Q86458103,9328226,Pandemia de enfermedad por coronavirus de 2020 en Europa,eswiki,Region
Q84055415,9341987,Pandemia de enfermedad por coronavirus de 2020 en Finlandia,eswiki,Region
Q87742103,9478317,Pandemia de enfermedad por coronavirus de 2020 en Florida,eswiki,Region
Q83873593,9334759,Pandemia de enfermedad por coronavirus de 2020 en Francia,eswiki,Region
Q87250913,9399223,Pandemia de enfermedad por coronavirus de 2020 en Georgia,eswiki,Region
Q87742107,9475259,Pandemia de enfermedad por coronavirus de 2020 en Georgia (Estados Unidos),eswiki,Region
Q87740086,9392903,Pandemia de enfermedad por coronavirus de 2020 en Gibraltar,eswiki,Region
Q88713785,9377061,Pandemia de enfermedad por coronavirus de 2020 en Granada,eswiki,Region
Q87785296,9364895,Pandemia de enfermedad por coronavirus de 2020 en Groenlandia,eswiki,Region
Q87769115,9503749,Pandemia de enfermedad por coronavirus de 2020 en Guam,eswiki,Region
Q87669612,9328446,Pandemia de enfermedad por coronavirus de 2020 en Guatemala,eswiki,Region
Q92512996,9397635,Pandemia de enfermedad por coronavirus de 2020 en Guayana Esequiba,eswiki,Region
Q87144458,9336492,Pandemia de enfermedad por coronavirus de 2020 en Guayana Francesa,eswiki,Region
Q87742064,9392949,Pandemia de enfermedad por coronavirus de 2020 en Guinea Ecuatorial,eswiki,Region
Q88617000,9407525,Pandemia de enfermedad por coronavirus de 2020 en Guinea-Bisáu,eswiki,Region
Q87659698,9336614,Pandemia de enfermedad por coronavirus de 2020 en Guyana,eswiki,Region
Q88082693,9424027,Pandemia de enfermedad por coronavirus de 2020 en Haití,eswiki,Region
Q87746177,9473925,Pandemia de enfermedad por coronavirus de 2020 en Hawái,eswiki,Region
Q87589392,9327239,Pandemia de enfermedad por coronavirus de 2020 en Honduras,eswiki,Region
Q84146057,9490415,Pandemia de enfermedad por coronavirus de 2020 en Hong Kong,eswiki,Region
Q87742748,9471188,Pandemia de enfermedad por coronavirus de 2020 en Illinois,eswiki,Region
Q84055514,9348206,Pandemia de enfermedad por coronavirus de 2020 en India,eswiki,Region
Q87743899,9470831,Pandemia de enfermedad por coronavirus de 2020 en Indiana,eswiki,Region
Q86913546,9492992,Pandemia de enfermedad por coronavirus de 2020 en Indonesia,eswiki,Region
Q87743905,9468570,Pandemia de enfermedad por coronavirus de 2020 en Iowa,eswiki,Region
Q86733728,9533680,Pandemia de enfermedad por coronavirus de 2020 en Irak,eswiki,Region
Q85876114,9331666,Pandemia de enfermedad por coronavirus de 2020 en Irán,eswiki,Region
Q87121993,9480621,Pandemia de enfermedad por coronavirus de 2020 en Islandia,eswiki,Region
Q87070975,9337944,Pandemia de enfermedad por coronavirus de 2020 en Israel,eswiki,Region
Q84104992,9332108,Pandemia de enfermedad por coronavirus de 2020 en Italia,eswiki,Region
Q83872291,9328615,Pandemia de enfermedad por coronavirus de 2020 en Japón,eswiki,Region
Q87742750,9468258,Pandemia de enfermedad por coronavirus de 2020 en Kansas,eswiki,Region
Q87651995,9529605,Pandemia de enfermedad por coronavirus de 2020 en Kazajistán,eswiki,Region
Q87745981,9467397,Pandemia de enfermedad por coronavirus de 2020 en Kentucky,eswiki,Region
Q89819517,9399406,Pandemia de enfermedad por coronavirus de 2020 en la Base Naval de la Bahía de Guantánamo,eswiki,Region
Q89923910,9365720,Pandemia de enfermedad por coronavirus de 2020 en la Isla de Pascua,eswiki,Region
Q87742085,9489342,Pandemia de enfermedad por coronavirus de 2020 en la República Centroafricana,eswiki,Region
Q84081307,9374124,Pandemia de enfermedad por coronavirus de 2020 en la República de China,eswiki,Region
Q87706558,9451307,Pandemia de enfermedad por coronavirus de 2020 en la República Democrática del Congo,eswiki,Region
Q89396048,9394188,Pandemia de enfermedad por coronavirus de 2020 en la República Popular de Donetsk,eswiki,Region
Q89396061,9394217,Pandemia de enfermedad por coronavirus de 2020 en la República Popular de Lugansk,eswiki,Region
Q87743173,9395665,Pandemia de enfermedad por coronavirus de 2020 en la República Turca del Norte de Chipre,eswiki,Region
Q88521330,9490881,Pandemia de enfermedad por coronavirus de 2020 en Laos,eswiki,Region
Q89395546,9395824,Pandemia de enfermedad por coronavirus de 2020 en las Islas Malvinas,eswiki,Region
Q87816426,9417865,Pandemia de enfermedad por coronavirus de 2020 en las Islas Marianas del Norte,eswiki,Region
Q87730011,9413443,Pandemia de enfermedad por coronavirus de 2020 en las Islas Vírgenes (Estados Unidos),eswiki,Region
Q91024607,9490757,Pandemia de enfermedad por coronavirus de 2020 en Lesoto,eswiki,Region
Q87066621,9343645,Pandemia de enfermedad por coronavirus de 2020 en Letonia,eswiki,Region
Q87250819,9330038,Pandemia de enfermedad por coronavirus de 2020 en Liechtenstein,eswiki,Region
Q87742116,9466163,Pandemia de enfermedad por coronavirus de 2020 en Luisiana,eswiki,Region
Q87250860,9330146,Pandemia de enfermedad por coronavirus de 2020 en Luxemburgo,eswiki,Region
Q83873556,9521954,Pandemia de enfermedad por coronavirus de 2020 en Malasia,eswiki,Region
Q92621936,9401034,Pandemia de enfermedad por coronavirus de 2020 en Maranhão,eswiki,Region
Q87058723,9345345,Pandemia de enfermedad por coronavirus de 2020 en Marruecos,eswiki,Region
Q87742118,9463324,Pandemia de enfermedad por coronavirus de 2020 en Maryland,eswiki,Region
Q87599914,9456899,Pandemia de enfermedad por coronavirus de 2020 en Massachusetts,eswiki,Region
Q87709900,9381242,Pandemia de enfermedad por coronavirus de 2020 en Mauritania,eswiki,Region
Q86628344,9311970,Pandemia de enfermedad por coronavirus de 2020 en México,eswiki,Region
Q87742754,9456533,Pandemia de enfermedad por coronavirus de 2020 en Míchigan,eswiki,Region
Q87742718,9455702,Pandemia de enfermedad por coronavirus de 2020 en Minesota,eswiki,Region
Q87708832,9328954,Pandemia de enfermedad por coronavirus de 2020 en Mongolia,eswiki,Region
Q87745208,9446025,Pandemia de enfermedad por coronavirus de 2020 en Nebraska,eswiki,Region
Q83873573,9487432,Pandemia de enfermedad por coronavirus de 2020 en Nepal,eswiki,Region
Q87976701,9339863,Pandemia de enfermedad por coronavirus de 2020 en Nicaragua,eswiki,Region
Q88082809,9486262,Pandemia de enfermedad por coronavirus de 2020 en Níger,eswiki,Region
Q87718451,9487296,Pandemia de enfermedad por coronavirus de 2020 en Nigeria,eswiki,Region
Q86886544,9323648,Pandemia de enfermedad por coronavirus de 2020 en Noruega,eswiki,Region
Q87648388,9427353,Pandemia de enfermedad por coronavirus de 2020 en Nueva Caledonia,eswiki,Region
Q87663590,9438234,Pandemia de enfermedad por coronavirus de 2020 en Nueva Jersey,eswiki,Region
Q87414741,9429519,Pandemia de enfermedad por coronavirus de 2020 en Nueva York,eswiki,Region
Q87250803,9398920,Pandemia de enfermedad por coronavirus de 2020 en Nueva Zelanda,eswiki,Region
Q87746132,9439149,Pandemia de enfermedad por coronavirus de 2020 en Nuevo Hampshire,eswiki,Region
Q87746018,9434316,Pandemia de enfermedad por coronavirus de 2020 en Nuevo México,eswiki,Region
Q86694210,9415511,Pandemia de enfermedad por coronavirus de 2020 en Oceanía,eswiki,Region
Q87743873,9425076,Pandemia de enfermedad por coronavirus de 2020 en Ohio,eswiki,Region
Q87746160,9424406,Pandemia de enfermedad por coronavirus de 2020 en Oklahoma,eswiki,Region
Q87651920,9421590,Pandemia de enfermedad por coronavirus de 2020 en Oregón,eswiki,Region
Q86756826,9336433,Pandemia de enfermedad por coronavirus de 2020 en Países Bajos,eswiki,Region
Q87652000,9490465,Pandemia de enfermedad por coronavirus de 2020 en Pakistán,eswiki,Region
Q87477841,9327120,Pandemia de enfermedad por coronavirus de 2020 en Panamá,eswiki,Region
Q88137634,9494856,Pandemia de enfermedad por coronavirus de 2020 en Papúa Nueva Guinea,eswiki,Region
Q87589123,9327233,Pandemia de enfermedad por coronavirus de 2020 en Paraguay,eswiki,Region
Q90576114,9401217,Pandemia de enfermedad por coronavirus de 2020 en Paraná,eswiki,Region
Q87742125,9419992,Pandemia de enfermedad por coronavirus de 2020 en Pensilvania,eswiki,Region
Q90314366,9402295,Pandemia de enfermedad por coronavirus de 2020 en Pernambuco,eswiki,Region
Q87587763,9327104,Pandemia de enfermedad por coronavirus de 2020 en Perú,eswiki,Region
Q87250695,9399003,Pandemia de enfermedad por coronavirus de 2020 en Polonia,eswiki,Region
Q86948603,9328526,Pandemia de enfermedad por coronavirus de 2020 en Portugal,eswiki,Region
Q87660693,9371051,Pandemia de enfermedad por coronavirus de 2020 en Puerto Rico,eswiki,Region
Q88024576,9440296,Pandemia de enfermedad por coronavirus de 2020 en Quebec,eswiki,Region
Q84167106,9336423,Pandemia de enfermedad por coronavirus de 2020 en Reino Unido,eswiki,Region
Q86919406,9487987,Pandemia de enfermedad por coronavirus de 2020 en República Checa,eswiki,Region
Q87563855,9327313,Pandemia de enfermedad por coronavirus de 2020 en República Dominicana,eswiki,Region
Q87743890,9418182,Pandemia de enfermedad por coronavirus de 2020 en Rhode Island,eswiki,Region
Q90579661,9399497,Pandemia de enfermedad por coronavirus de 2020 en Río de Janeiro,eswiki,Region
Q90576333,9406277,Pandemia de enfermedad por coronavirus de 2020 en Río Grande del Sur,eswiki,Region
Q84098939,9398875,Pandemia de enfermedad por coronavirus de 2020 en Rusia,eswiki,Region
Q89806028,9393864,Pandemia de enfermedad por coronavirus de 2020 en Sahara Occidental,eswiki,Region
Q87123561,9340331,Pandemia de enfermedad por coronavirus de 2020 en San Marino,eswiki,Region
Q89713663,9401364,Pandemia de enfermedad por coronavirus de 2020 en São Paulo,eswiki,Region
Q89398667,9398557,Pandemia de enfermedad por coronavirus de 2020 en Sebastopol,eswiki,Region
Q87193778,9488702,Pandemia de enfermedad por coronavirus de 2020 en Serbia,eswiki,Region
Q89127366,9492216,Pandemia de enfermedad por coronavirus de 2020 en Sierra Leona,eswiki,Region
Q83873387,9492107,Pandemia de enfermedad por coronavirus de 2020 en Singapur,eswiki,Region
Q87243915,9486561,Pandemia de enfermedad por coronavirus de 2020 en Sudáfrica,eswiki,Region
Q84081576,9330654,Pandemia de enfermedad por coronavirus de 2020 en Suecia,eswiki,Region
Q86717788,9336445,Pandemia de enfermedad por coronavirus de 2020 en Suiza,eswiki,Region
Q87664046,9336719,Pandemia de enfermedad por coronavirus de 2020 en Surinam,eswiki,Region
Q83873566,9491068,Pandemia de enfermedad por coronavirus de 2020 en Tailandia,eswiki,Region
Q89990513,9410633,Pandemia de enfermedad por coronavirus de 2020 en Tayikistán,eswiki,Region
Q87743852,9417996,Pandemia de enfermedad por coronavirus de 2020 en Tennessee,eswiki,Region
Q87742765,9417583,Pandemia de enfermedad por coronavirus de 2020 en Texas,eswiki,Region
Q87343682,9487476,Pandemia de enfermedad por coronavirus de 2020 en Túnez,eswiki,Region
Q89753133,9523710,Pandemia de enfermedad por coronavirus de 2020 en Turkmenistán,eswiki,Region
Q87473205,9366039,Pandemia de enfermedad por coronavirus de 2020 en Turquía,eswiki,Region
Q87235177,9342285,Pandemia de enfermedad por coronavirus de 2020 en Ucrania,eswiki,Region
Q87660365,9328265,Pandemia de enfermedad por coronavirus de 2020 en Uruguay,eswiki,Region
Q87755912,9423486,Pandemia de enfermedad por coronavirus de 2020 en Uzbekistán,eswiki,Region
Q87652010,9328055,Pandemia de enfermedad por coronavirus de 2020 en Venezuela,eswiki,Region
Q87746277,9411543,Pandemia de enfermedad por coronavirus de 2020 en Vermont,eswiki,Region
Q83873057,9377580,Pandemia de enfermedad por coronavirus de 2020 en Vietnam,eswiki,Region
Q87742089,9408248,Pandemia de enfermedad por coronavirus de 2020 en Virginia,eswiki,Region
Q87816110,9404732,Pandemia de enfermedad por coronavirus de 2020 en Virginia Occidental,eswiki,Region
Q87409953,9406547,Pandemia de enfermedad por coronavirus de 2020 en Washington,eswiki,Region
Q87742131,9404947,Pandemia de enfermedad por coronavirus de 2020 en Washington D. C.,eswiki,Region
Q87743872,9403062,Pandemia de enfermedad por coronavirus de 2020 en Wisconsin,eswiki,Region
Q89695985,9389111,Pandemia de enfermedad por coronavirus de 2020 en Yemen,eswiki,Region
Q483027,81392,Paolo Maldini,eswiki,Human
Q9055167,1231348,Papaléo Paes,eswiki,Human
Q3362788,9352940,Pape Diouf (periodista),eswiki,Human
Q4095066,9403566,Patricia Bosworth,eswiki,Human
Q171530,2793272,Patrick Bruel,eswiki,Human
Q28377792,8009654,Patrick Cutrone,eswiki,Human
Q1383590,9348698,Patrick Devedjian,eswiki,Human
Q271933,315036,Patrick Ewing,eswiki,Human
Q325363,6835671,Patrick Groetzki,eswiki,Human
Q614675,1382550,Patrick McEnroe,eswiki,Human
Q49268385,8922985,Pauline Peyraud-Magnin,eswiki,Human
Q166317,4891833,Paulo Dybala,eswiki,Human
Q205778,1638786,Pável Pogrebniak,eswiki,Human
Q31741007,9352024,Pearson Jordan,eswiki,Human
Q926984,767751,Pedro Bordaberry,eswiki,Human
Q95629701,9442886,Pepe Tapia,eswiki,Human
Q16169026,8417337,Pere Aragonès,eswiki,Human
Q92179738,9396449,Peter Gill,eswiki,Human
Q700558,3547966,Peter Madsen,eswiki,Human
Q493567,7551442,Peter Piot,eswiki,Human
Q3379373,9358657,Philippe Bodson,eswiki,Human
Q16912496,9378234,Philippe Lécrivain,eswiki,Human
Q3380286,9358714,Philippe Malaurie,eswiki,Human
Q964474,945873,Philippe Nahon,eswiki,Human
Q556314,6183668,Philippe Nakellentuba Ouédraogo,eswiki,Human
Q3903362,9336989,Piero Schlesinger,eswiki,Human
Q57343,193956,Pierre Nkurunziza,eswiki,Human
Q7193787,4219750,Pilar Pellicer,eswiki,Human
Q160009,290573,Pink,eswiki,Human
Q130853,9213,Plácido Domingo,eswiki,Human
Q2720169,9449176,Príncipe Joaquín de Bélgica,eswiki,Human
Q91280428,9382719,Protestas contra la cuarentena por la pandemia de enfermedad por coronavirus de 2019-2020,eswiki,Others
Q86901049,9342784,Pruebas de COVID-19,eswiki,Others
Q88471669,9344527,Qiu Jun,eswiki,Human
Q1945815,8863062,Quim Torra,eswiki,Human
Q89118435,9352000,Rafael Gómez Nieto,eswiki,Human
Q4893041,1159812,Rafael Ribó,eswiki,Human
Q463557,5254647,Rand Paul,eswiki,Human
Q7904384,7406336,Ray Benson,eswiki,Human
Q9066796,3223787,Raymundo Capetillo,eswiki,Human
Q20417790,8779578,René Trabelsi,eswiki,Human
Q87975990,9336998,Reza Mohammadi Langroudi,eswiki,Human
Q3430000,8148735,Riad Ismat,eswiki,Human
Q5679000,1352713,Riay Tatary,eswiki,Human
Q1937666,9390482,Ricardo Brennand,eswiki,Human
Q1438821,9342830,Richard Quest,eswiki,Human
Q21035340,9372195,Rick May,eswiki,Human
Q7333210,9369719,Rifat Chadirji,eswiki,Human
Q234144,1799855,Rita Wilson,eswiki,Human
Q3434789,9362416,Robert Chaudenson,eswiki,Human
Q16105925,9351139,Robert H. Garff,eswiki,Human
Q432274,3166924,Robert L. Carroll,eswiki,Human
Q89919484,9365467,Roberto Román Valencia,eswiki,Human
Q3816656,1829416,Rodolfo González Rissotto,eswiki,Human
Q89388934,9357173,Rodrigo Pesántez Rodas,eswiki,Human
Q41798703,8343911,Romain Lagarde,eswiki,Human
Q88862963,9346326,Ruben Melogno,eswiki,Human
Q3446792,6058326,Rudy Gobert,eswiki,Human
Q196185,1823887,Russell Westbrook,eswiki,Human
Q201900,264762,Rüştü Reçber,eswiki,Human
Q3325889,142883,Salón Internacional del Cómic de Barcelona,eswiki,Others
Q3470332,6308838,Salvador Pérez,eswiki,Human
Q23753137,9273104,Salvador Vives,eswiki,Human
Q11703587,7404408,Santiago Abascal Conde,eswiki,Human
Q3572419,1379743,Santiago Lanzuela,eswiki,Human
Q90060899,9367463,Santiago Llorente Fernández,eswiki,Human
Q6120996,2787049,Santiago Manuin Valera,eswiki,Human
Q230445,1814391,Sara Bareilles,eswiki,Human
Q3473390,9125646,Sarah Maldoror,eswiki,Human
Q82069695,9259224,SARS-CoV-2,eswiki,Others
Q708158,366419,Scarface (rapero),eswiki,Human
Q4356594,9499539,Scott Erskine,eswiki,Human
Q465470,1235342,Sébastien Chabal,eswiki,Human
Q91686786,9397622,Sékou Kourouma,eswiki,Human
Q3479546,7267155,Serge Telle,eswiki,Human
Q3956022,9340725,Sergio Bassi,eswiki,Human
Q3479678,508258,Sergio Onofre Jarpa,eswiki,Human
Q22921036,859149,Sergio Rossi,eswiki,Human
Q88332749,9352241,Sérgio Trindade,eswiki,Human
Q380445,3300020,Shahid Afridi,eswiki,Human
Q91655944,9395609,Shahin Shahablou,eswiki,Human
Q1753869,9397664,Silas Silvius Njiru,eswiki,Human
Q89469646,9358331,Silvio Devoto,eswiki,Human
Q512592,358012,Slim Thug,eswiki,Human
Q3788185,8103314,Sophie Grégoire,eswiki,Human
Q959755,5131662,South by Southwest,eswiki,Others
Q16226957,6358597,Spencer Dinwiddie,eswiki,Human
Q16093633,9369729,Stanley Chera,eswiki,Human
Q100419,9395701,Stefan Lippe,eswiki,Human
Q509377,5507095,Stefan Thesker,eswiki,Human
Q61161331,9336959,Stephen Schwartz (patólogo),eswiki,Human
Q3084441,143303,Steve Dalkowski,eswiki,Human
Q728753,521027,Steve DiGiorgio,eswiki,Human
Q7614463,7254053,Steven Avery,eswiki,Human
Q211691,7062999,Suk Hyun-jun,eswiki,Human
Q85845210,9189012,Súper Liga Americana de Rugby 2020,eswiki,Others
Q30934020,8756983,Takumi Nagaishi,eswiki,Human
Q21063926,7471299,Taurean Prince,eswiki,Human
Q91146921,9381591,Ted Monette,eswiki,Human
Q11951464,8826167,Temps de Flors,eswiki,Others
Q1566335,9343195,Terrence McNally,eswiki,Human
Q2915906,942612,Teruyuki Okazaki,eswiki,Human
Q7706939,8684967,Tetsuya Funatsu,eswiki,Human
Q50198692,9312995,Thiago Seyboth Wild,eswiki,Human
Q1349233,5411070,Thierry Dusautoir,eswiki,Human
Q213616,2461520,Thomas Kahlenberg,eswiki,Human
Q32291770,9373620,Thomas Kunz,eswiki,Human
Q98485,9489078,Thomas Schäfer,eswiki,Human
Q914201,9372068,Tim Brooke-Taylor,eswiki,Human
Q7804179,9358975,Tim Robinson (cartógrafo),eswiki,Human
Q425154,3909120,Tocilizumab,eswiki,Others
Q2439627,9359659,Tom Dempsey,eswiki,Human
Q2263,5680,Tom Hanks,eswiki,Human
Q91776753,9387774,Tom Scully,eswiki,Human
Q7818846,7972803,Tomi Juric,eswiki,Human
Q107249,1052735,Tony Shalhoub,eswiki,Human
Q2486104,5007849,Trey Thompkins,eswiki,Human
Q973226,271273,Tristán Ulloa,eswiki,Human
Q20685591,9394000,Troy Sneed,eswiki,Human
Q4006322,9387795,Urano Navarrini,eswiki,Human
Q753852,2268693,USS Theodore Roosevelt (CVN-71),eswiki,Others
Q18613182,7872903,Vianney,eswiki,Human
Q11954665,6504421,Vicente Capdevila,eswiki,Human
Q89679283,9362244,Vicente Villagrá Blanco,eswiki,Human
Q90424601,9378066,Victor Batista Falla,eswiki,Human
Q973020,1847451,Víctor Víctor,eswiki,Human
Q89090767,9354886,Viktar Dashkevich,eswiki,Human
Q148225,1710748,Viktor Troicki,eswiki,Human
Q92743,189834,Vinton Cerf,eswiki,Human
Q679049,345485,Vittorio Gregotti,eswiki,Human
Q1823140,7280534,Von Miller,eswiki,Human
Q16647536,6184934,W. Arthur Whistler,eswiki,Human
Q67163842,9088756,Wala'a Essam al-Boushi,eswiki,Human
Q343378,7914612,Wallace Roney,eswiki,Human
Q15696788,6149807,Walter Bouzán,eswiki,Human
Q30320385,9345966,Walter Robb,eswiki,Human
Q2524068,9498228,Wanderley Mariz,eswiki,Human
Q87697765,9358846,Wen Zengxian,eswiki,Human
Q8009341,9402406,William Frankland (alergólogo),eswiki,Human
Q2579054,9384454,William H. Gerdts,eswiki,Human
Q8018795,9345867,William Stern (empresario),eswiki,Human
Q89300558,9372853,William Wolf,eswiki,Human
Q55314883,8896557,Willians Astudillo,eswiki,Human
Q89559728,9360452,Wilson Villa,eswiki,Human
Q4468223,7714679,Wu Lei,eswiki,Human
Q8040173,9152606,Wynn Handman,eswiki,Human
